,job_position,job_id,company_name,job_location,job_posting_date,skill,senority_level,employment_type,job_function,industry
606,"Scorecards, Modeling, Risk analytics",4145590964,YES BANK,Mumbai Metropolitan Region,2025-02-06,"['python', 'SQL', 'R', 'Machine Learning', 'Data Science', 'Data Analysis']",Mid-Senior level,Full-time,"Finance, Analyst, and Other",Banking and Investment Banking
607,Python/Django Developer,4151018600,Infraveo Technologies,Mumbai Metropolitan Region,2025-02-13,"['python', 'Flask', 'FastAPI']",Mid-Senior level,Contract,Information Technology,IT Services and IT Consulting
608,Software Engineer,4123160793,Priceline,"Mumbai, Maharashtra, India",2025-02-07,"['python', 'java', 'C++', 'Node.js', 'Spring Boot', 'Microservices', 'Data Structures', 'Backend Development', 'Full Stack Development']",Mid-Senior level,Full-time,Engineering and Information Technology,"Hospitality, IT Services and IT Consulting, and Technology, Information and Internet"
609,ETL Developer,4138364492,Oracle,"Pune, Maharashtra, India",2025-01-30,"['python', 'SQL', 'Hadoop']",Mid-Senior level,Full-time,Consulting,IT Services and IT Consulting
610,Technical Lead,4134786006,Wipro,"Pune, Maharashtra, India",2025-01-25,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'AWS', 'Linux', 'Git', 'Hadoop', 'Databricks', 'Cloud Computing', 'Unit Testing', 'Snowflake']",Mid-Senior level,Full-time,Information Technology,IT Services and IT Consulting
611,CAE Engineer,4146588046,L&T Technology Services,"Pune, Maharashtra, India",2025-02-07,"['python', 'C++']",Mid-Senior level,Full-time,"Analyst, Consulting, and Engineering",IT Services and IT Consulting and Engineering Services
612,Django Developer,4051884028,1Point1,"Mumbai, Maharashtra, India",2024-10-18,"['python', 'Django', 'Redis', 'Backend Development']",Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
613,Lead AI/ML Engineer,4142466868,JioSaavn,"Navi Mumbai, Maharashtra, India",2025-02-03,"['python', 'C++', 'Machine Learning', 'Deep Learning', 'TensorFlow', 'PyTorch', 'Scikit-Learn', 'Computer Vision', 'Data Science', 'Big Data', 'Spark', 'Data Structures']",Mid-Senior level,Full-time,Engineering,"Technology, Information and Internet"
614,Test Automation Engineer,4148955161,Deutsche Bank,"Pune, Maharashtra, India",2025-02-13,"['python', 'Automation', 'Agile Methodology', 'Scrum', 'Selenium', 'JIRA', 'JMeter']",Not Applicable,Full-time,Quality Assurance,Financial Services
615,Senior Data Scientist,4144915859,Teradata,"Pune, Maharashtra, India",2025-02-05,"['python', 'R', 'Machine Learning', 'Deep Learning', 'Data Science', 'Competitive Programming']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development and IT Services and IT Consulting
616,AD ? Data Scientist - GO/JC/20838/2025,4146725860,Golden Opportunities,Mumbai Metropolitan Region,2025-02-10,"['python', 'Go', 'Machine Learning', 'Deep Learning', 'Hadoop']",Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
617,Technical Support,4064533116,Stackfusion Private Limited,"Pune, Maharashtra, India",2024-11-02,"['python', 'Django', 'AWS', 'Linux', 'Cloud Computing', 'Networking']",Associate,Full-time,Information Technology,Software Development
618,Power BI Developer,4119246706,SLB,"Pune, Maharashtra, India",2025-01-15,"['python', 'SQL', 'Power BI']",Associate,Contract,Engineering,Oil and Gas
619,Trainee,4055956237,Dana Incorporated,"Khed, Maharashtra, India",2025-01-28,"['python', 'JavaScript']",Internship,Full-time,Other,Motor Vehicle Manufacturing
620,Data Research Engineer - Data Extraction,4146623974,Forbes Advisor,Mumbai Metropolitan Region,2025-02-07,"['python', 'Git', 'Deep Learning', 'NLP', 'TensorFlow', 'PyTorch', 'Hugging Face', 'LLMs']",Executive,Full-time,Marketing,Consumer Services
621,SA- Python Developer+ AWS - GO/JC/20822/2025,4144109649,Golden Opportunities,"Pune, Maharashtra, India",2025-02-07,"['python', 'Django', 'Flask', 'Go', 'Kubernetes', 'Terraform', 'Bash', 'NoSQL']",Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
622,Python Devloper,4060905216,ManasIO Inc.,Mumbai Metropolitan Region,2024-10-29,"['python', 'Django']",Mid-Senior level,Full-time,Information Technology and Engineering,"Software Development, IT Services and IT Consulting, and Technology, Information and Internet"
624,Trainee,4055954419,Dana Incorporated,"Khed, Maharashtra, India",2025-02-09,"['python', 'JavaScript']",Internship,Full-time,Other,Motor Vehicle Manufacturing
625,Biomedical Engineer,4150775778,Sir H.N. Reliance Foundation Hospital & Research Centre,Mumbai Metropolitan Region,2025-02-13,"['python', 'JavaScript', 'C++']",Mid-Senior level,Full-time,Other,Hospitals and Health Care
626,Lead Python Developer,3953473882,KOGTA FINANCIAL (INDIA) LIMITED,"Pune, Maharashtra, India",2024-06-18,"['python', 'Django', 'Bash', 'NoSQL', 'Redis']",Mid-Senior level,Full-time,Engineering and Information Technology,Financial Services
627,Technical Business Analyst,4137385264,Kissflow,"Mumbai, Maharashtra, India",2025-01-30,"['python', 'SQL', 'Google Cloud', 'Automation', 'Scrum', 'Data Analysis']",Mid-Senior level,Full-time,Consulting,"Software Development, Information Services, and Technology, Information and Media"
628,Python Data Scientist/Analyst,4042555516,YO IT CONSULTING,Mumbai Metropolitan Region,2024-09-19,"['python', 'Machine Learning', 'Deep Learning', 'Data Science', 'Hadoop']",Mid-Senior level,Contract,Engineering and Information Technology,"Technology, Information and Internet"
629,QA Test Engineer - Python Automation/Performance,4042551946,YO IT CONSULTING,"Pune, Maharashtra, India",2024-09-12,"['python', 'Git', 'Jenkins', 'Scripting', 'Automation', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing']",Mid-Senior level,Full-time,Quality Assurance,"Technology, Information and Internet"
630,Tableau Data Analyst,4142481371,Novel Financial Solutions.,"Goregaon, Maharashtra, India",2025-02-03,"['python', 'CSS', 'SQL', 'R', 'Machine Learning', 'Data Science', 'Data Analysis', 'Power BI']",Associate,Contract,Information Technology,Banking
631,Financial & Data Analyst,4124721923,AllianceBernstein,"Pune, Maharashtra, India",2025-02-05,"['python', 'SQL', 'Data Analysis']",Mid-Senior level,Full-time,Information Technology,Financial Services
632,data Operator executive work for fresher,4126828637,Aspect Solution,"Mumbai, Maharashtra, India",2025-01-17,"['python', 'JavaScript', 'HTML', 'SQL']",Entry level,Full-time,Information Technology,Staffing and Recruiting
633,Python developer_Dhwani Bhatt,4037172304,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['python', 'Django', 'MongoDB', 'PostgreSQL', 'Git']",Mid-Senior level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
634,Frontend Developer,4141968971,Zensar Technologies,"Maharashtra, India",2025-02-03,"['python', 'JavaScript', 'HTML', 'CSS', 'MongoDB', 'Node.js', 'Angular', 'Frontend Development', 'Scrum']",Associate,Full-time,Information Technology,IT Services and IT Consulting
635,CAE Engineer,4139591250,L&T Technology Services,"Pune, Maharashtra, India",2025-01-31,"['python', 'C++']",Mid-Senior level,Full-time,Engineering,"Motor Vehicle Manufacturing and Agriculture, Construction, Mining Machinery Manufacturing"
636,Research Associate - R&D,4117241779,Piramal Pharma Ltd,"Navi Mumbai, Maharashtra, India",2025-01-06,['python'],Entry level,Full-time,"Research, Analyst, and Information Technology",Pharmaceutical Manufacturing
637,data Operator executive work for fresher,4126833088,Aspect Solution,"Palghar, Maharashtra, India",2025-01-17,"['python', 'JavaScript', 'HTML', 'SQL']",Entry level,Full-time,Information Technology,Staffing and Recruiting
638,India Engineering Head - Engineering Leader,4139346056,TurningPoint,"Pune, Maharashtra, India",2025-01-30,"['python', 'java', 'AWS', 'Software Architecture']",Director,Full-time,Engineering and Information Technology,Marketing Services
639,AD ? Data Scientist - GO/JC/20838/2025,4146727630,Golden Opportunities,"Pune, Maharashtra, India",2025-02-10,"['python', 'Go', 'Machine Learning', 'Deep Learning', 'Data Science', 'Hadoop']",Mid-Senior level,Full-time,Engineering and Information Technology,Staffing and Recruiting
640,Jr. Data Scientist,4150252223,Mahindra Group,"Chakan, Maharashtra, India",2025-02-14,"['python', 'SQL', 'Machine Learning', 'TensorFlow', 'PyTorch', 'Computer Vision', 'YOLO', 'Hugging Face', 'Hadoop']",Entry level,Full-time,Engineering and Information Technology,Executive Offices
641,Solutions Architect,4131684539,Jio,"Mumbai, Maharashtra, India",2025-01-22,"['python', 'java', 'SQL', 'AWS', 'IoT', 'Cloud Computing']",Mid-Senior level,Full-time,Product Management and Sales,Telecommunications
642,Backend Developer (Python),4155662960,Workassist,"Mumbai, Maharashtra, India",2025-02-15,"['python', 'TensorFlow']",Associate,Full-time,"Design, Information Technology, and Engineering","Technology, Information and Media and Information Services"
643,Data Science And Data Analyst Intern,4150767200,WebBoost Solutions,"Pune, Maharashtra, India",2025-02-13,"['python', 'HTML']",Entry level,Internship,Analyst,Education
644,Associate Developer,4083004752,Ollion,"Pune, Maharashtra, India",2024-11-25,"['python', 'java', 'JavaScript', 'Node.js', 'Software Architecture', 'Backend Development', 'Full Stack Development', 'Competitive Programming']",Entry level,Full-time,Engineering and Information Technology,IT Services and IT Consulting
645,CORE JAVA+PYTHON__BHANU__TEAMLEASE,4037186558,CodersBrain,Mumbai Metropolitan Region,2024-09-06,"['python', 'java', 'Microservices', 'Backend Development', 'Full Stack Development']",Associate,Full-time,Engineering and Information Technology,IT Services and IT Consulting
646,Business Analyst,4143184503,Timely Find,Mumbai Metropolitan Region,2025-02-04,"['python', 'SQL', 'Data Science']",Associate,Full-time,"Research, Analyst, and Information Technology",Human Resources Services
647,Python + API+ AWS_Deepanshi,4037129300,CodersBrain,"Nagpur, Maharashtra, India",2024-09-06,['python'],Mid-Senior level,Full-time,Other,IT Services and IT Consulting
648,Software Engineer,4075491836,R3,"Mumbai, Maharashtra, India",2025-02-15,"['python', 'HTML', 'Node.js', 'Kubernetes', 'Terraform', 'Software Architecture', 'Microservices', 'Data Structures', 'Full Stack Development']",Not Applicable,Full-time,Engineering and Information Technology,Financial Services
649,Trainee,4055955393,Dana Incorporated,"Khed, Maharashtra, India",2025-01-27,"['python', 'JavaScript', 'C++']",Internship,Full-time,Other,Motor Vehicle Manufacturing
650,Associate Application Engineer,4100865649,Renesas Electronics,Pune/Pimpri-Chinchwad Area,2025-01-08,"['python', 'IoT']",Associate,Full-time,Manufacturing,Semiconductors
651,Senior Front-end Developer,4117165935,Easebuzz,"Pune, Maharashtra, India",2025-01-08,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'React', 'Angular', 'Software Architecture', 'Backend Development', 'Frontend Development', 'Full Stack Development', 'Scrum']",Mid-Senior level,Full-time,Engineering and Information Technology,Software Development
652,BATTERY – Test Automation Engineer,4137260673,Tata Consultancy Services,"Pune, Maharashtra, India",2025-01-28,"['python', 'C++', 'Automation']",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting
653,Data Analyst,4092239128,FatakPay,"Mumbai, Maharashtra, India",2024-12-07,"['python', 'R', 'Machine Learning', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Associate,Full-time,Information Technology,Financial Services
654,Data Analyst Engineer,4148717858,Mahindra Group,"Pune, Maharashtra, India",2025-02-12,"['python', 'SQL', 'R', 'Data Science', 'Big Data', 'Data Analysis']",Not Applicable,Full-time,Information Technology,Executive Offices
655,SDET II/Sr.SDET/ Lead SDET,4141964943,Zeta,"Mumbai, Maharashtra, India",2025-02-03,"['python', 'java', 'C++', 'Full Stack Development', 'Automation', 'Scrum', 'Selenium', 'JIRA', 'Performance Testing']",Mid-Senior level,Full-time,"Engineering, Information Technology, and Quality Assurance",Software Development and Banking
656,Project Engineer/ Sr. Project Engineer - IDC,4151012447,Reliance Industries Limited,"Navi Mumbai, Maharashtra, India",2025-02-13,['python'],Director,Full-time,Project Management,Oil and Gas
657,Software Development Engineer- Intern,4150431200,Greenland Investment Management,Mumbai Metropolitan Region,2025-01-18,"['python', 'java', 'C++', 'HTML', 'CSS', 'Git', 'Backend Development', 'Full Stack Development']",Not Applicable,Internship,Engineering,"Software Development, Technology, Information and Internet, and IT Services and IT Consulting"
658,Python Engineer | 2025HP01003/#M8uVyfAS,4147524543,MINDVERSE CONSULTING SERVICES,"Pune, Maharashtra, India",2025-02-08,"['python', 'Django', 'Flask']",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting
659,Web Developer,4141672230,miniOrange,"Pune, Maharashtra, India",2025-02-04,"['python', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'Frontend Development', 'Full Stack Development']",Entry level,Full-time,Engineering and Information Technology,Software Development
660,"Analyst, Data Architecture",4130586418,Colgate-Palmolive,Mumbai Metropolitan Region,2025-02-11,"['python', 'SQL', 'R', 'Data Science', 'Big Data', 'Data Analysis', 'Power BI']",Not Applicable,Full-time,Information Technology,"Manufacturing, Transportation, Logistics, Supply Chain and Storage, and Retail"
661,Data Research Analyst,4150808695,Morningstar,"Navi Mumbai, Maharashtra, India",2025-02-11,"['python', 'SQL', 'R', 'Data Science', 'Data Analysis', 'Power BI']",Entry level,Full-time,"Research, Analyst, and Information Technology",Financial Services
662,Data Analytics Internship in Pune,4144729006,Destek Infosolutions Private Limited,"Pune, Maharashtra, India",2025-02-06,"['python', 'SQL', 'Data Science', 'Big Data']",Internship,Internship,Analyst,Market Research
663,Business Associate,4120083974,The Porter Co.,"Pune, Maharashtra, India",2025-01-08,"['python', 'SQL']",Entry level,Full-time,Administrative,Staffing and Recruiting
664,QA Test Engineer - Python Automation,4102533952,YO IT CONSULTING,"Pune, Maharashtra, India",2024-12-17,"['python', 'Git', 'Jenkins', 'Scripting', 'Automation', 'Software Testing', 'Selenium', 'JMeter', 'Performance Testing', 'Load Testing', 'Snowflake']",Mid-Senior level,Full-time,Quality Assurance,"Technology, Information and Internet"
665,Python Automation Testing,4152232325,Worldline,"Pune, Maharashtra, India",2025-02-14,"['python', 'Git']",Not Applicable,Full-time,Quality Assurance,IT Services and IT Consulting and IT System Testing and Evaluation
666,Business Analyst,4143185352,Timely Find,Mumbai Metropolitan Region,2025-02-04,"['python', 'HTML', 'SQL', 'Data Science']",Associate,Full-time,"Research, Analyst, and Information Technology",Human Resources Services
667,Python Developer,4150772469,iSYS Technologies,Mumbai Metropolitan Region,2025-02-13,"['python', 'Django', 'Flask', 'FastAPI']",Associate,Full-time,Information Technology,IT Services and IT Consulting
668,Web Developer,4145550446,Wave Hire,"Pune, Maharashtra, India",2025-02-06,"['python', 'java', 'JavaScript', 'HTML', 'CSS', 'SQL', 'MongoDB', 'Node.js', 'Frontend Development', 'UI/UX Design']",Associate,Full-time,Engineering and Information Technology,Human Resources Services
669,SDET,4136135822,Russell Investments,"Goregaon, Maharashtra, India",2025-01-28,"['python', 'C', 'HTML', 'CSS', 'Git', 'Software Architecture', 'Data Structures', 'Automation', 'Software Testing', 'Selenium']",Mid-Senior level,Full-time,Information Technology,Financial Services
